order_id,order_date,customer_id,product_id,payment_method,payment_status,quantity,unit_price,discount,net_sales
ORD000605,2026-02-09,C0095,P001,PromptPay,PAID,2,269.1,0.05,511.29
ORD000606,2026-02-24,C0132,P039,Credit Card,PAID,2,891.0,0.05,1692.9
ORD000607,2026-02-19,C0146,P008,Credit Card,FAILED,4,523.95,0.05,1991.0100000000002
ORD000608,2026-02-21,C0082,P035,PromptPay,PAID,2,27195.0,0.1,48951.0
ORD000609,2026-02-09,C0122,P014,PromptPay,PAID,4,1039.5,0.0,4158.0
ORD000610,2026-02-17,C0141,P006,PromptPay,PAID,1,299.0,0.05,284.05
ORD000611,2026-02-11,C0063,P035,Bank Transfer,PAID,1,25900.0,0.0,25900.0
ORD000612,2026-02-14,C0139,P002,Bank Transfer,PAID,1,1341.0,0.0,1341.0
ORD000613,2026-02-21,C0082,P013,Credit Card,PAID,3,449.1,0.0,1347.3000000000002
ORD000614,2026-02-01,C0163,P035,Bank Transfer,PAID,2,25900.0,0.05,49210.0
ORD000615,2026-02-27,C0136,P003,Credit Card,PAID,4,24605.0,0.05,93499.0
ORD000616,2026-02-01,C0144,P040,Credit Card,PAID,2,3990.0,0.0,7980.0
ORD000617,2026-02-25,C0008,P017,PromptPay,PAID,2,891.0,0.1,1603.8
ORD000618,2026-02-24,C0100,P004,Bank Transfer,PAID,1,1415.5,0.0,1415.5
ORD000619,2026-02-09,C0126,P012,Bank Transfer,PAID,1,990.0,0.1,891.0
ORD000620,2026-02-27,C0020,P003,PromptPay,PAID,2,27195.0,0.0,54390.0
ORD000621,2026-02-17,C0017,P031,Bank Transfer,FAILED,2,1341.0,0.1,2413.8
ORD000622,2026-02-26,C0100,P001,PromptPay,PAID,3,299.0,0.0,897.0
ORD000623,2026-02-14,C0151,P017,Bank Transfer,PAID,1,940.5,0.0,940.5
ORD000624,2026-02-11,C0120,P038,PromptPay,PAID,1,11610.0,0.0,11610.0
ORD000625,2026-02-10,C0065,P026,PromptPay,PAID,2,11610.0,0.05,22059.0
ORD000626,2026-02-17,C0047,P010,Credit Card,PAID,3,1039.5,0.05,2962.575
ORD000627,2026-02-15,C0068,P013,Bank Transfer,PAID,1,474.05,0.1,426.645
ORD000628,2026-02-13,C0137,P010,Credit Card,PAID,3,990.0,0.0,2970.0
ORD000629,2026-02-10,C0086,P036,Bank Transfer,PAID,2,284.05,0.0,568.1
ORD000630,2026-02-06,C0040,P022,Credit Card,PAID,3,499.0,0.0,1497.0
ORD000631,2026-02-04,C0032,P040,Credit Card,REFUNDED,1,3790.5,0.0,3790.5
ORD000632,2026-02-21,C0014,P004,Credit Card,PAID,4,1564.5,0.05,5945.1
ORD000633,2026-02-05,C0130,P014,PromptPay,PAID,1,940.5,0.0,940.5
ORD000634,2026-02-12,C0023,P025,PromptPay,PAID,3,25900.0,0.05,73815.0
ORD000635,2026-02-21,C0028,P006,Bank Transfer,PAID,3,313.95,0.0,941.8499999999999
ORD000636,2026-02-21,C0071,P013,Bank Transfer,PAID,1,499.0,0.1,449.1
ORD000637,2026-02-04,C0041,P015,Bank Transfer,PAID,1,299.0,0.0,299.0
ORD000638,2026-02-03,C0012,P012,PromptPay,PAID,4,990.0,0.0,3960.0
ORD000639,2026-02-02,C0017,P007,Credit Card,PAID,4,27195.0,0.0,108780.0
ORD000640,2026-02-28,C0027,P002,PromptPay,PAID,2,1490.0,0.1,2682.0
ORD000641,2026-02-16,C0086,P023,PromptPay,PAID,3,269.1,0.0,807.3000000000001
ORD000642,2026-02-12,C0047,P001,Credit Card,PAID,1,269.1,0.05,255.645
ORD000643,2026-02-16,C0087,P026,Credit Card,PAID,1,12255.0,0.0,12255.0
ORD000644,2026-02-06,C0112,P014,Credit Card,PAID,2,990.0,0.1,1782.0
ORD000645,2026-02-27,C0017,P029,Bank Transfer,PAID,2,3990.0,0.05,7581.0
ORD000646,2026-02-08,C0136,P001,Bank Transfer,PAID,1,269.1,0.0,269.1
ORD000647,2026-02-26,C0071,P024,PromptPay,PAID,2,313.95,0.05,596.505
ORD000648,2026-02-19,C0078,P012,Bank Transfer,PAID,2,990.0,0.0,1980.0
ORD000649,2026-02-10,C0090,P001,Credit Card,PAID,2,269.1,0.1,484.38000000000005
ORD000650,2026-02-17,C0080,P003,Bank Transfer,PAID,2,25900.0,0.0,51800.0
ORD000651,2026-02-06,C0104,P039,PromptPay,PAID,1,940.5,0.1,846.45
ORD000652,2026-02-11,C0034,P008,Credit Card,PAID,2,499.0,0.0,998.0
ORD000653,2026-02-18,C0120,P003,Credit Card,PAID,3,27195.0,0.0,81585.0
ORD000654,2026-02-09,C0142,P027,Bank Transfer,FAILED,2,25900.0,0.0,51800.0
ORD000655,2026-02-14,C0085,P037,Bank Transfer,PAID,1,25900.0,0.0,25900.0
ORD000656,2026-02-26,C0007,P011,Bank Transfer,PAID,4,24605.0,0.0,98420.0
ORD000657,2026-02-02,C0064,P033,PromptPay,PAID,4,12900.0,0.0,51600.0
ORD000658,2026-02-18,C0154,P008,Bank Transfer,PAID,3,499.0,0.0,1497.0
ORD000659,2026-02-04,C0165,P033,PromptPay,PAID,2,11610.0,0.0,23220.0
ORD000660,2026-02-01,C0081,P012,PromptPay,PAID,2,891.0,0.0,1782.0
ORD000661,2026-02-17,C0161,P024,Bank Transfer,PAID,1,313.95,0.0,313.95
ORD000662,2026-02-18,C0001,P031,Bank Transfer,PAID,2,1415.5,0.1,2547.9
ORD000663,2026-02-03,C0098,P020,PromptPay,PAID,1,449.1,0.05,426.64500000000004
ORD000664,2026-02-21,C0054,P029,Bank Transfer,PAID,1,4189.5,0.1,3770.55
ORD000665,2026-02-14,C0072,P013,Bank Transfer,PAID,4,474.05,0.1,1706.58
ORD000666,2026-02-10,C0011,P016,Bank Transfer,PAID,1,1564.5,0.0,1564.5
ORD000667,2026-02-15,C0162,P010,PromptPay,PAID,3,940.5,0.05,2680.425
ORD000668,2026-02-07,C0056,P030,Bank Transfer,PAID,1,499.0,0.0,499.0
ORD000669,2026-02-27,C0071,P018,PromptPay,PAID,1,3591.0,0.0,3591.0
ORD000670,2026-02-21,C0024,P032,Credit Card,PAID,1,24605.0,0.0,24605.0
ORD000671,2026-02-17,C0002,P019,Bank Transfer,PAID,2,3990.0,0.1,7182.0
ORD000672,2026-02-13,C0092,P001,PromptPay,PAID,1,269.1,0.1,242.19000000000003
ORD000673,2026-02-25,C0041,P029,PromptPay,PAID,1,3990.0,0.0,3990.0
ORD000674,2026-02-09,C0057,P013,Credit Card,PAID,3,449.1,0.05,1279.9350000000002
ORD000675,2026-02-09,C0116,P025,Bank Transfer,PAID,1,25900.0,0.05,24605.0
ORD000676,2026-02-15,C0137,P028,Bank Transfer,PAID,2,284.05,0.0,568.1
ORD000677,2026-02-22,C0002,P018,Bank Transfer,PAID,2,3790.5,0.0,7581.0
ORD000678,2026-02-13,C0098,P022,Credit Card,PAID,1,499.0,0.0,499.0
ORD000679,2026-02-02,C0140,P036,PromptPay,PAID,2,269.1,0.0,538.2
ORD000680,2026-02-24,C0096,P003,PromptPay,PAID,1,25900.0,0.0,25900.0
ORD000681,2026-02-15,C0065,P012,Credit Card,REFUNDED,2,990.0,0.05,1881.0
ORD000682,2026-02-09,C0021,P020,Credit Card,PAID,4,474.05,0.05,1801.39
ORD000683,2026-02-13,C0101,P004,Credit Card,PAID,1,1490.0,0.0,1490.0
ORD000684,2026-02-02,C0106,P002,Bank Transfer,PAID,1,1490.0,0.0,1490.0
ORD000685,2026-02-13,C0092,P010,PromptPay,PAID,1,940.5,0.0,940.5
ORD000686,2026-02-20,C0121,P026,PromptPay,PAID,4,12900.0,0.0,51600.0
ORD000687,2026-02-05,C0001,P026,Credit Card,PAID,1,13545.0,0.0,13545.0
ORD000688,2026-02-08,C0131,P016,Credit Card,PAID,1,1490.0,0.1,1341.0
ORD000689,2026-02-02,C0104,P022,Credit Card,PAID,4,449.1,0.0,1796.4
ORD000690,2026-02-21,C0093,P035,Bank Transfer,PAID,2,24605.0,0.0,49210.0
ORD000691,2026-02-14,C0152,P022,PromptPay,PAID,1,499.0,0.1,449.1
ORD000692,2026-02-13,C0124,P008,Bank Transfer,PAID,1,499.0,0.0,499.0
ORD000693,2026-02-16,C0071,P024,Bank Transfer,PAID,2,313.95,0.0,627.9
ORD000694,2026-02-19,C0102,P025,Bank Transfer,PAID,3,23310.0,0.0,69930.0
ORD000695,2026-02-26,C0032,P036,PromptPay,PAID,2,284.05,0.0,568.1
ORD000696,2026-02-04,C0134,P016,PromptPay,PAID,1,1415.5,0.05,1344.725
ORD000697,2026-02-25,C0031,P030,Bank Transfer,PAID,4,523.95,0.05,1991.0100000000002
ORD000698,2026-02-16,C0089,P024,Credit Card,PAID,4,269.1,0.1,968.7600000000001
ORD000699,2026-02-22,C0086,P012,Credit Card,PAID,3,891.0,0.0,2673.0
ORD000700,2026-02-22,C0074,P035,Credit Card,FAILED,4,25900.0,0.0,103600.0
ORD000701,2026-02-05,C0022,P023,Bank Transfer,REFUNDED,1,269.1,0.05,255.645
ORD000702,2026-02-18,C0045,P027,Bank Transfer,PAID,1,23310.0,0.05,22144.5
ORD000703,2026-02-23,C0128,P007,PromptPay,PAID,2,23310.0,0.0,46620.0
ORD000704,2026-02-25,C0056,P029,PromptPay,PAID,2,3790.5,0.0,7581.0
ORD000705,2026-02-28,C0124,P031,PromptPay,FAILED,1,1341.0,0.0,1341.0
ORD000706,2026-02-24,C0122,P015,Bank Transfer,PAID,3,313.95,0.1,847.665
ORD000707,2026-02-08,C0048,P032,PromptPay,PAID,1,23310.0,0.1,20979.0
ORD000708,2026-02-02,C0036,P013,PromptPay,PAID,4,499.0,0.0,1996.0
ORD000709,2026-02-18,C0119,P011,PromptPay,PAID,4,24605.0,0.1,88578.0
ORD000710,2026-02-04,C0032,P013,PromptPay,PAID,2,523.95,0.0,1047.9
ORD000711,2026-02-05,C0002,P009,Credit Card,PAID,3,313.95,0.0,941.8499999999999
ORD000712,2026-02-27,C0081,P029,Bank Transfer,PAID,2,3990.0,0.1,7182.0
ORD000713,2026-02-18,C0035,P030,PromptPay,PAID,2,499.0,0.1,898.2
ORD000714,2026-02-06,C0084,P020,Bank Transfer,FAILED,3,474.05,0.05,1351.0425
ORD000715,2026-02-24,C0150,P023,Credit Card,PAID,1,313.95,0.0,313.95
ORD000716,2026-02-19,C0050,P001,Bank Transfer,PAID,1,299.0,0.05,284.05
ORD000717,2026-02-08,C0115,P032,Bank Transfer,PAID,4,25900.0,0.05,98420.0
ORD000718,2026-02-20,C0011,P012,Credit Card,PAID,1,940.5,0.0,940.5
ORD000719,2026-02-06,C0158,P039,Bank Transfer,PAID,1,940.5,0.0,940.5
ORD000720,2026-02-23,C0057,P039,Credit Card,PAID,4,940.5,0.0,3762.0
ORD000721,2026-02-09,C0032,P010,Credit Card,PAID,3,990.0,0.0,2970.0
ORD000722,2026-02-04,C0035,P019,Credit Card,PAID,1,4189.5,0.0,4189.5
ORD000723,2026-02-16,C0112,P006,PromptPay,PAID,2,284.05,0.0,568.1
ORD000724,2026-02-12,C0043,P018,Bank Transfer,PAID,1,3990.0,0.0,3990.0
ORD000725,2026-02-24,C0078,P020,Credit Card,PAID,1,499.0,0.0,499.0
ORD000726,2026-02-15,C0062,P036,PromptPay,PAID,1,313.95,0.0,313.95
ORD000727,2026-02-11,C0024,P003,Credit Card,FAILED,1,27195.0,0.0,27195.0
ORD000728,2026-02-11,C0111,P010,Bank Transfer,PAID,2,940.5,0.05,1786.95
ORD000729,2026-02-16,C0064,P040,PromptPay,PAID,3,3591.0,0.05,10234.35
ORD000730,2026-02-22,C0042,P010,Bank Transfer,PAID,1,990.0,0.0,990.0
ORD000731,2026-02-20,C0156,P007,PromptPay,PAID,1,23310.0,0.0,23310.0
ORD000732,2026-02-22,C0019,P021,Credit Card,PAID,2,25900.0,0.0,51800.0
ORD000733,2026-02-20,C0030,P022,PromptPay,PAID,2,499.0,0.0,998.0
ORD000734,2026-02-06,C0165,P035,PromptPay,PAID,1,25900.0,0.05,24605.0
ORD000735,2026-02-16,C0092,P032,Credit Card,PAID,1,25900.0,0.0,25900.0
ORD000736,2026-02-27,C0022,P003,Bank Transfer,PAID,1,25900.0,0.1,23310.0
ORD000737,2026-02-25,C0003,P032,Credit Card,PAID,1,25900.0,0.0,25900.0
ORD000738,2026-02-10,C0105,P024,Bank Transfer,PAID,2,313.95,0.05,596.505
ORD000739,2026-02-10,C0114,P035,Credit Card,PAID,2,27195.0,0.0,54390.0
ORD000740,2026-02-08,C0012,P015,Bank Transfer,PAID,2,284.05,0.05,539.695
ORD000741,2026-02-19,C0145,P024,PromptPay,PAID,2,313.95,0.0,627.9
ORD000742,2026-02-11,C0079,P033,Credit Card,REFUNDED,3,13545.0,0.0,40635.0
ORD000743,2026-02-14,C0041,P005,PromptPay,PAID,1,299.0,0.05,284.05
ORD000744,2026-02-26,C0148,P026,PromptPay,PAID,1,12255.0,0.0,12255.0
ORD000745,2026-02-13,C0045,P037,Credit Card,PAID,2,25900.0,0.0,51800.0
ORD000746,2026-02-24,C0148,P011,Bank Transfer,PAID,1,27195.0,0.0,27195.0
ORD000747,2026-02-25,C0147,P035,PromptPay,PAID,4,25900.0,0.05,98420.0
ORD000748,2026-02-16,C0150,P003,Credit Card,PAID,4,25900.0,0.05,98420.0
ORD000749,2026-02-27,C0148,P024,PromptPay,PAID,2,269.1,0.05,511.29
ORD000750,2026-02-17,C0115,P002,Credit Card,PAID,4,1490.0,0.0,5960.0
